Name,Born,Is_playoff,Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist,2P_FGA,0-3_FGA,3-10_FGA,10-16_FGA,16-3P_FGA,3P_FGA,2P_FG,0-3_FG,3-10_FG,10-16_FG,16-3P_FG,3P_FG,2P_AST,3P_AST,FGA_DUNK,FG_DUNK,FG3A_Corner3,FG_Corner3,FG3A_Heave,FG3_heave
Brandon Jennings,1989-09-23,0,2016-17,27,TOT,NBA,PG,81,1802,.359,16.4,.529,.213,.099,.099,.116,.471,.399,.500,.245,.434,.323,.313,.177,.506,.000,0,.179,.378,2,0
Brandon Jennings,1989-09-23,0,2016-17,27,NYK,NBA,PG,58,1428,.380,16.1,.534,.226,.096,.096,.114,.466,.415,.515,.268,.415,.347,.340,.200,.485,.000,0,.180,.444,2,0
Al Jefferson,1985-01-04,0,2017-18,33,IND,NBA,C,36,484,.534,8.3,.986,.284,.303,.226,.173,.014,.541,.576,.571,.617,.333,.000,.595,,.043,9,.000,,0,0
Al Jefferson,1985-01-04,1,2011-12,27,UTA,NBA,C,4,141,.529,11.5,.985,.191,.309,.191,.294,.015,.537,.692,.571,.308,.550,.000,.472,,.000,0,.000,,1,0
Richard Jefferson,1980-06-21,1,2009-10,29,SAS,NBA,SF,10,334,.486,11.6,.929,.329,.129,.100,.371,.071,.508,.696,.444,.571,.346,.200,.667,1.000,.100,6,.200,.000,1,0
Richard Jefferson,1980-06-21,1,2010-11,30,SAS,NBA,SF,6,176,.387,18.6,.452,.161,.065,.000,.226,.548,.429,.600,.000,,.429,.353,.833,1.000,.032,1,.294,.800,0,0
Jonas Jerebko,1987-03-02,1,2014-15,27,BOS,NBA,PF,4,68,.333,11.0,.733,.267,.400,.000,.067,.267,.455,.500,.333,,1.000,.000,.600,,.000,0,.750,.000,0,0
Jonas Jerebko,1987-03-02,1,2015-16,28,BOS,NBA,PF,6,162,.478,14.2,.522,.348,.087,.022,.065,.478,.625,.625,.750,1.000,.333,.318,.667,1.000,.022,1,.182,.250,0,0
Clint Capela,1994-05-18,1,2014-15,20,HOU,NBA,C,17,127,.677,1.6,1.000,.839,.161,.000,.000,.000,.677,.769,.200,,,,.857,,.419,11,,,0,0
Clint Capela,1994-05-18,1,2015-16,21,HOU,NBA,C,5,43,.333,2.8,1.000,.556,.444,.000,.000,.000,.333,.400,.250,,,,1.000,,.000,0,,,0,0
Brandon Jennings,1989-09-23,0,2016-17,27,WAS,NBA,PG,23,374,.274,17.6,.509,.160,.113,.113,.123,.491,.333,.412,.167,.500,.231,.212,.056,.636,.000,0,.173,.111,0,0
Brandon Jennings,1989-09-23,0,2017-18,28,MIL,NBA,PG,14,205,.375,16.9,.542,.125,.125,.125,.167,.458,.462,.556,.333,.333,.583,.273,.222,.667,.000,0,.121,.250,0,0
Al Jefferson,1985-01-04,1,2013-14,29,CHA,NBA,C,3,106,.491,7.7,1.000,.283,.434,.113,.170,.000,.491,.600,.435,.500,.444,,.769,,.000,0,,,0,0
Al Jefferson,1985-01-04,1,2015-16,31,CHO,NBA,C,7,168,.506,6.9,1.000,.349,.337,.229,.084,.000,.506,.724,.393,.474,.143,,.452,,.060,4,,,0,0
Richard Jefferson,1980-06-21,1,2012-13,32,GSW,NBA,SF,7,39,.444,11.8,.667,.222,.222,.222,.000,.333,.333,1.000,.000,.000,,.667,1.000,1.000,.000,0,1.000,.667,0,0
Richard Jefferson,1980-06-21,1,2014-15,34,DAL,NBA,SF,4,51,.357,16.3,.429,.286,.071,.000,.071,.571,.333,.500,.000,,.000,.375,1.000,1.000,.143,2,.375,.667,0,0
Jonas Jerebko,1987-03-02,1,2016-17,29,BOS,NBA,PF,12,128,.484,13.7,.516,.387,.097,.000,.032,.484,.625,.750,.000,,1.000,.333,.800,1.000,.129,3,.333,.400,0,0
Jonas Jerebko,1987-03-02,1,2017-18,30,UTA,NBA,PF,10,79,.421,9.4,.684,.421,.211,.053,.000,.316,.538,.750,.250,.000,,.167,.857,1.000,.053,1,.500,.333,0,0
Clint Capela,1994-05-18,1,2016-17,22,HOU,NBA,C,11,286,.561,3.1,.988,.805,.146,.012,.024,.012,.568,.652,.250,.000,.000,.000,.891,,.256,19,.000,,1,0
Clint Capela,1994-05-18,1,2017-18,23,HOU,NBA,C,17,520,.660,1.6,1.000,.778,.215,.000,.007,.000,.660,.768,.290,,.000,,.832,,.354,50,,,0,0
Clint Capela,1994-05-18,1,2018-19,24,HOU,NBA,C,11,331,.561,2.3,1.000,.707,.293,.000,.000,.000,.561,.724,.167,,,,.804,,.354,27,,,0,0
Brandon Jennings,1989-09-23,1,2009-10,20,MIL,NBA,PG,7,249,.408,13.6,.658,.342,.117,.050,.150,.342,.468,.488,.643,.333,.333,.293,.135,.417,.000,0,.049,.000,0,0
Brandon Jennings,1989-09-23,1,2012-13,23,MIL,NBA,PG,4,133,.298,15.6,.509,.263,.123,.088,.035,.491,.379,.400,.286,.600,.000,.214,.364,.500,.000,0,.214,.333,0,0
Richard Jefferson,1980-06-21,1,2015-16,35,CLE,NBA,SF,21,381,.524,10.9,.667,.464,.095,.048,.060,.333,.589,.692,.250,.250,.600,.393,.727,1.000,.119,10,.536,.467,0,0
Richard Jefferson,1980-06-21,1,2016-17,36,CLE,NBA,SF,14,179,.421,14.6,.500,.316,.079,.026,.079,.500,.579,.750,.333,.000,.333,.263,.727,.600,.105,4,.526,.100,0,0
Jonas Jerebko,1987-03-02,1,2018-19,31,GSW,NBA,PF,16,121,.286,17.4,.548,.143,.167,.071,.167,.452,.304,.667,.000,.333,.286,.263,.857,1.000,.024,1,.526,.300,1,0
Clint Capela,1994-05-18,1,2020-21,26,ATL,NBA,C,18,569,.603,1.7,1.000,.779,.221,.000,.000,.000,.603,.679,.333,,,,.780,,.390,48,,,0,0
Brandon Jennings,1989-09-23,1,2016-17,27,WAS,NBA,PG,13,178,.389,15.8,.639,.194,.139,.111,.222,.361,.522,.429,.200,.500,.750,.154,.000,.500,.000,0,.231,.000,0,0
Brandon Jennings,1989-09-23,1,2017-18,28,MIL,NBA,PG,1,5,.000,26.0,.000,.000,.000,.000,.000,1.000,,,,,,.000,,,.000,0,.000,,0,0
Facundo Campazzo,1991-03-23,0,2020-21,29,DEN,NBA,PG,65,1425,.381,19.6,.314,.105,.137,.054,.019,.686,.444,.636,.419,.235,.167,.352,.273,.842,.000,0,.269,.448,2,0
Nick Calathes,1989-02-07,0,2013-14,24,MEM,NBA,SG,71,1173,.457,10.7,.804,.338,.219,.135,.113,.196,.492,.657,.397,.333,.371,.311,.374,.842,.000,0,.230,.500,0,0
Devontae Cacok,1996-10-08,0,2019-20,23,LAL,NBA,C,1,9,.500,3.9,1.000,.333,.667,.000,.000,.000,.500,.000,.750,,,,1.000,,.000,0,,,0,0
Facundo Campazzo,1991-03-23,1,2020-21,29,DEN,NBA,PG,10,270,.392,18.1,.351,.149,.149,.054,.000,.649,.385,.455,.364,.250,,.396,.200,.895,.000,0,.250,.333,0,0
Nick Calathes,1989-02-07,0,2014-15,25,MEM,NBA,SG,58,838,.421,9.0,.826,.360,.263,.109,.093,.174,.456,.618,.400,.296,.174,.256,.452,.727,.000,0,.186,.125,0,0
Nick Calathes,1989-02-07,1,2014-15,25,MEM,NBA,SG,9,126,.333,14.9,.639,.250,.139,.139,.111,.361,.261,.222,.000,.600,.250,.462,.500,.667,.000,0,.231,.333,1,0
Devontae Cacok,1996-10-08,0,2020-21,24,LAL,NBA,PF,20,98,.586,3.1,1.000,.586,.379,.034,.000,.000,.586,.706,.455,.000,,,.706,,.310,7,,,0,0
Kentavious Caldwell-Pope,1993-02-18,0,2013-14,20,DET,NBA,SG,80,1583,.396,15.4,.598,.267,.078,.065,.187,.402,.447,.602,.333,.400,.291,.319,.634,.966,.048,17,.357,.379,3,0
Isaiah Canaan,1991-05-21,0,2013-14,22,HOU,NBA,PG,22,252,.356,18.7,.368,.230,.046,.011,.069,.632,.406,.500,.250,.000,.333,.327,.308,.778,.000,0,.309,.353,0,0
José Calderón,1981-09-28,0,2009-10,28,TOR,NBA,PG,68,1817,.482,15.7,.699,.257,.025,.069,.349,.301,.519,.658,.357,.513,.429,.398,.141,.926,.000,0,.222,.526,0,0
Marcus Camby,1974-03-22,0,2009-10,35,TOT,NBA,"C,PF",74,2314,.475,7.5,.986,.511,.100,.122,.253,.014,.478,.578,.440,.443,.307,.286,.657,1.000,.046,22,.571,.500,0,0
Andy Rautins,1986-11-02,0,2010-11,24,NYK,NBA,SG,5,24,.429,20.7,.429,.143,.000,.000,.286,.571,.667,.000,,,1.000,.250,1.000,1.000,.000,0,.000,,0,0
Xavier Rathan-Mayes,1994-04-29,0,2017-18,23,MEM,NBA,SG,5,118,.286,16.5,.667,.167,.143,.071,.286,.333,.393,.714,.167,.000,.417,.071,.000,1.000,.000,0,.000,,0,0
Kentavious Caldwell-Pope,1993-02-18,0,2014-15,21,DET,NBA,SG,82,2587,.401,15.8,.543,.226,.099,.080,.138,.457,.449,.600,.260,.436,.343,.345,.608,.863,.036,30,.241,.383,4,0
Kentavious Caldwell-Pope,1993-02-18,0,2015-16,22,DET,NBA,SG,76,2789,.420,14.8,.616,.228,.116,.107,.166,.384,.489,.639,.333,.476,.396,.309,.481,.842,.027,23,.266,.378,5,0
Isaiah Canaan,1991-05-21,0,2014-15,23,TOT,NBA,PG,47,938,.386,18.6,.349,.172,.079,.026,.071,.651,.417,.462,.400,.300,.370,.370,.218,.516,.000,0,.154,.368,1,0
Isaiah Canaan,1991-05-21,0,2014-15,23,HOU,NBA,PG,25,369,.405,17.8,.359,.214,.061,.023,.061,.641,.447,.536,.125,.333,.500,.381,.286,.563,.000,0,.238,.300,1,0
José Calderón,1981-09-28,0,2010-11,29,TOR,NBA,PG,68,2102,.440,16.1,.738,.206,.039,.091,.403,.262,.466,.610,.348,.426,.413,.365,.185,.772,.000,0,.128,.300,0,0
José Calderón,1981-09-28,0,2011-12,30,TOR,NBA,PG,53,1799,.457,18.5,.667,.107,.034,.086,.440,.333,.500,.725,.438,.439,.462,.371,.239,.797,.000,0,.038,.167,0,0
Marcus Camby,1974-03-22,0,2009-10,35,LAC,NBA,PF,51,1596,.466,7.5,.983,.511,.101,.121,.250,.017,.469,.593,.417,.442,.247,.333,.659,1.000,.042,15,.667,.500,0,0
Marcus Camby,1974-03-22,0,2009-10,35,POR,NBA,C,23,718,.497,7.5,.993,.510,.097,.124,.262,.007,.500,.541,.500,.444,.447,.000,.653,,.055,7,.000,,0,0
Theo Ratliff,1973-04-17,0,2009-10,36,TOT,NBA,C,49,807,.461,6.2,1.000,.414,.322,.184,.079,.000,.461,.651,.327,.357,.250,,.729,,.217,29,,,0,0
Zach Randolph,1981-07-16,0,2009-10,28,MEM,NBA,PF,81,3051,.488,7.5,.961,.451,.226,.100,.184,.039,.496,.580,.447,.366,.423,.288,.469,.800,.002,3,.269,.286,5,1
Chasson Randle,1993-02-05,0,2016-17,23,TOT,NBA,PG,26,299,.408,14.4,.520,.327,.133,.041,.020,.480,.471,.531,.385,.500,.000,.340,.292,.688,.010,1,.106,.200,0,0
Shavlik Randolph,1983-11-24,0,2009-10,26,TOT,NBA,PF,6,53,.333,2.9,1.000,.722,.222,.000,.056,.000,.333,.308,.500,,.000,,.333,,.111,1,,,0,0
Kentavious Caldwell-Pope,1993-02-18,0,2016-17,23,DET,NBA,SG,76,2529,.399,17.8,.529,.152,.079,.113,.185,.471,.442,.610,.274,.381,.413,.350,.525,.784,.020,19,.172,.467,7,0
Kentavious Caldwell-Pope,1993-02-18,0,2017-18,24,LAL,NBA,SG,74,2458,.426,17.2,.480,.197,.065,.061,.157,.520,.473,.662,.327,.327,.352,.383,.613,.874,.026,20,.154,.406,1,0
Anthony Randolph,1989-07-15,0,2009-10,20,GSW,NBA,C,33,749,.443,8.9,.984,.408,.184,.097,.294,.016,.447,.587,.386,.300,.341,.200,.574,1.000,.097,30,.400,.000,1,0
Jahmi'us Ramsey,2001-06-09,0,2020-21,19,SAC,NBA,SG,13,94,.395,15.3,.500,.289,.079,.105,.026,.500,.526,.818,.000,.250,.000,.263,.700,1.000,.053,2,.263,.400,0,0
Julius Randle,1994-11-29,0,2014-15,20,LAL,NBA,PF,1,14,.333,9.0,1.000,.333,.333,.000,.333,.000,.333,.000,1.000,,.000,,.000,,.000,0,,,0,0
Miroslav Raduljica,1988-01-05,0,2013-14,26,MIL,NBA,C,48,465,.540,3.9,1.000,.571,.333,.056,.040,.000,.540,.667,.429,.286,.000,,.676,,.040,5,,,0,0
Isaiah Canaan,1991-05-21,0,2014-15,23,PHI,NBA,PG,22,569,.377,19.0,.344,.150,.089,.028,.077,.656,.400,.405,.500,.286,.316,.364,.176,.492,.000,0,.111,.444,0,0
Isaiah Canaan,1991-05-21,0,2015-16,24,PHI,NBA,SG,77,1966,.360,19.0,.328,.130,.096,.047,.057,.672,.354,.489,.261,.294,.244,.363,.417,.744,.000,0,.198,.406,0,0
José Calderón,1981-09-28,0,2012-13,31,TOT,NBA,PG,73,2160,.491,19.4,.556,.110,.019,.079,.348,.444,.516,.714,.083,.500,.480,.461,.346,.885,.000,0,.142,.400,1,0
José Calderón,1981-09-28,0,2012-13,31,TOR,NBA,PG,45,1273,.470,20.1,.538,.070,.025,.083,.359,.462,.505,.607,.100,.545,.503,.429,.352,.861,.000,0,.125,.261,1,0
José Calderón,1981-09-28,0,2012-13,31,DET,NBA,PG,28,887,.527,18.2,.586,.177,.008,.072,.329,.414,.532,.786,.000,.412,.436,.520,.338,.922,.000,0,.173,.588,0,0
Marcus Camby,1974-03-22,0,2010-11,36,POR,NBA,C,59,1540,.398,7.4,.997,.466,.197,.126,.207,.003,.399,.518,.310,.216,.328,.000,.624,,.031,8,.000,,0,0
Marcus Camby,1974-03-22,0,2011-12,37,TOT,NBA,C,59,1352,.446,7.9,.983,.481,.160,.108,.233,.017,.447,.500,.370,.387,.418,.400,.611,1.000,.028,7,.200,.000,1,0
Theo Ratliff,1973-04-17,0,2009-10,36,SAS,NBA,C,21,183,.444,5.7,1.000,.417,.389,.194,.000,.000,.444,.467,.429,.429,,,.813,,.167,5,,,0,0
Theo Ratliff,1973-04-17,0,2009-10,36,CHA,NBA,C,28,624,.466,6.3,1.000,.414,.302,.181,.103,.000,.466,.708,.286,.333,.250,,.704,,.233,24,,,0,0
Zach Randolph,1981-07-16,0,2010-11,29,MEM,NBA,PF,75,2724,.503,7.3,.964,.394,.329,.116,.125,.036,.515,.654,.458,.348,.385,.186,.485,1.000,.011,13,.116,.400,2,0
Zach Randolph,1981-07-16,0,2011-12,30,MEM,NBA,PF,28,735,.463,8.5,.972,.347,.288,.168,.168,.028,.469,.606,.427,.396,.333,.250,.408,1.000,.007,2,.000,,1,0
Chasson Randle,1993-02-05,0,2016-17,23,PHI,NBA,PG,8,74,.462,17.2,.423,.192,.115,.077,.038,.577,.545,.600,.333,1.000,.000,.400,.500,.500,.000,0,.067,.000,0,0
Chasson Randle,1993-02-05,0,2016-17,23,NYK,NBA,PG,18,225,.389,13.4,.556,.375,.139,.028,.014,.444,.450,.519,.400,.000,.000,.313,.222,.800,.014,1,.125,.250,0,0
Shavlik Randolph,1983-11-24,0,2009-10,26,MIA,NBA,PF,3,47,.333,2.8,1.000,.733,.200,.000,.067,.000,.333,.273,.667,,.000,,.200,,.067,1,,,0,0
Shavlik Randolph,1983-11-24,0,2009-10,26,POR,NBA,PF,3,6,.333,3.2,1.000,.667,.333,.000,.000,.000,.333,.500,.000,,,,1.000,,.333,0,,,0,0
Shavlik Randolph,1983-11-24,0,2012-13,29,BOS,NBA,PF,16,198,.583,3.0,1.000,.750,.188,.000,.063,.000,.583,.667,.333,,.333,,.464,,.188,9,,,0,0
Kentavious Caldwell-Pope,1993-02-18,0,2018-19,25,LAL,NBA,SG,82,2035,.430,18.3,.425,.180,.060,.071,.114,.575,.542,.676,.400,.407,.488,.347,.707,.940,.029,17,.257,.420,1,0
Kentavious Caldwell-Pope,1993-02-18,0,2019-20,26,LAL,NBA,SG,69,1762,.467,15.9,.529,.254,.071,.091,.112,.471,.541,.651,.528,.391,.421,.385,.766,.924,.032,14,.397,.389,1,0
Anthony Randolph,1989-07-15,0,2010-11,21,TOT,NBA,"C,PF",40,590,.466,9.2,.985,.371,.212,.117,.284,.015,.469,.673,.357,.323,.347,.250,.598,1.000,.106,27,.750,.333,1,0
Anthony Randolph,1989-07-15,0,2010-11,21,NYK,NBA,PF,17,127,.311,12.2,.911,.267,.244,.111,.289,.089,.317,.667,.273,.000,.154,.250,.692,1.000,.133,6,.750,.333,1,0
Julius Randle,1994-11-29,0,2015-16,21,LAL,NBA,PF,81,2286,.429,6.7,.957,.474,.248,.079,.156,.043,.436,.568,.362,.227,.254,.278,.451,.700,.077,60,.111,.000,0,0
Julius Randle,1994-11-29,0,2016-17,22,LAL,NBA,PF,74,2132,.488,7.1,.918,.437,.334,.063,.085,.082,.507,.651,.368,.490,.318,.270,.489,.941,.067,50,.063,.500,0,0
Miroslav Raduljica,1988-01-05,0,2014-15,27,MIN,NBA,C,5,23,.375,4.4,1.000,.250,.625,.125,.000,.000,.375,.500,.400,.000,,,1.000,,.000,0,,,0,0
Isaiah Canaan,1991-05-21,0,2016-17,25,CHI,NBA,SG,39,592,.364,17.6,.457,.150,.127,.064,.116,.543,.481,.538,.636,.273,.350,.266,.368,.920,.012,2,.298,.250,0,0
Isaiah Canaan,1991-05-21,0,2017-18,26,TOT,NBA,"PG,SG",20,422,.380,14.4,.518,.314,.146,.036,.022,.482,.423,.349,.650,.200,.333,.333,.200,.591,.000,0,.167,.455,1,0
José Calderón,1981-09-28,0,2013-14,32,DAL,NBA,PG,81,2468,.456,20.3,.432,.092,.025,.051,.263,.568,.464,.652,.263,.421,.426,.449,.300,.848,.000,0,.172,.507,2,0
José Calderón,1981-09-28,0,2014-15,33,NYK,NBA,PG,42,1270,.415,18.4,.599,.102,.025,.102,.370,.401,.415,.611,.333,.333,.389,.415,.545,.864,.000,0,.197,.500,0,0
Trae Young,1998-09-19,0,2018-19,20,ATL,NBA,PG,81,2503,.418,14.9,.616,.265,.143,.146,.063,.384,.477,.562,.419,.448,.316,.324,.211,.423,.000,0,.037,.389,1,0
Marcus Camby,1974-03-22,0,2011-12,37,POR,NBA,C,40,894,.416,6.3,1.000,.578,.124,.112,.186,.000,.416,.484,.150,.333,.433,,.612,,.031,5,,,0,0
Marcus Camby,1974-03-22,0,2011-12,37,HOU,NBA,C,19,458,.484,9.9,.960,.357,.206,.103,.294,.040,.488,.533,.538,.462,.405,.400,.610,1.000,.024,2,.200,.000,1,0
Theo Ratliff,1973-04-17,0,2010-11,37,LAL,NBA,C,10,71,.167,5.7,1.000,.500,.333,.167,.000,.000,.167,.333,.000,.000,,,1.000,,.167,1,,,0,0
Theo Ratliff,1973-04-17,1,2009-10,36,CHA,NBA,C,4,47,.375,9.6,1.000,.375,.000,.250,.375,.000,.375,.667,,.500,.000,,1.000,,.250,2,,,0,0
Zach Randolph,1981-07-16,0,2012-13,31,MEM,NBA,PF,76,2607,.460,7.6,.978,.400,.292,.124,.161,.022,.469,.580,.425,.346,.364,.087,.490,1.000,.017,15,.174,.000,3,0
Zach Randolph,1981-07-16,0,2013-14,32,MEM,NBA,PF,79,2705,.467,7.9,.983,.345,.346,.123,.170,.017,.474,.569,.432,.422,.402,.100,.461,1.000,.007,7,.100,.500,3,0
Chasson Randle,1993-02-05,0,2018-19,25,WAS,NBA,PG,49,743,.419,15.9,.470,.258,.129,.032,.051,.530,.441,.607,.286,.143,.182,.400,.533,.696,.005,0,.209,.333,0,0
Chasson Randle,1993-02-05,0,2019-20,26,GSW,NBA,PG,3,40,.000,19.8,.500,.000,.000,.250,.250,.500,.000,,,.000,.000,.000,,,.000,0,.000,,0,0
Shavlik Randolph,1983-11-24,0,2013-14,30,PHO,NBA,PF,14,95,.500,3.7,1.000,.500,.500,.000,.000,.000,.500,.714,.286,,,,.571,,.071,1,,,0,0
Shavlik Randolph,1983-11-24,0,2014-15,31,TOT,NBA,PF,21,126,.257,8.0,.857,.286,.486,.029,.057,.143,.300,.500,.118,1.000,.500,.000,.444,,.029,1,.000,,0,0
Shavlik Randolph,1983-11-24,0,2014-15,31,PHO,NBA,PF,16,101,.240,8.8,.840,.280,.440,.040,.080,.160,.286,.429,.091,1.000,.500,.000,.333,,.000,0,.000,,0,0
Kentavious Caldwell-Pope,1993-02-18,0,2020-21,27,LAL,NBA,SG,67,1902,.431,17.6,.421,.204,.073,.042,.103,.579,.460,.602,.378,.238,.327,.410,.816,.950,.018,7,.396,.431,0,0
Kentavious Caldwell-Pope,1993-02-18,1,2015-16,22,DET,NBA,SG,4,161,.440,17.2,.460,.160,.120,.080,.100,.540,.435,.625,.167,.500,.400,.444,.700,.917,.040,2,.333,.556,0,0
Joe Young,1992-06-27,0,2015-16,23,IND,NBA,PG,41,384,.367,14.7,.728,.207,.136,.071,.320,.272,.423,.571,.304,.333,.389,.217,.173,.700,.030,4,.196,.222,0,0
Vladimir Radmanović,1980-11-19,0,2009-10,29,TOT,NBA,PF,41,891,.377,14.2,.604,.297,.099,.084,.125,.396,.442,.556,.222,.478,.324,.278,.575,.933,.051,12,.278,.267,0,0
James Young,1995-08-16,0,2014-15,19,BOS,NBA,SG,31,332,.353,19.8,.353,.098,.049,.020,.186,.647,.528,.800,.400,.500,.421,.258,.842,.941,.020,2,.197,.154,0,0
Guerschon Yabusele,1995-12-17,0,2017-18,22,BOS,NBA,PF,33,235,.426,17.7,.393,.213,.066,.016,.098,.607,.583,.769,.250,1.000,.333,.324,.786,1.000,.016,1,.108,.250,0,0
Thaddeus Young,1988-06-21,0,2009-10,21,PHI,NBA,PF,67,2145,.470,8.7,.830,.456,.181,.075,.118,.170,.495,.623,.388,.262,.313,.348,.494,.938,.055,44,.362,.320,1,0
Anthony Randolph,1989-07-15,0,2010-11,21,MIN,NBA,C,23,463,.498,8.6,1.000,.393,.205,.119,.283,.000,.498,.674,.378,.385,.387,,.587,,.100,21,,,0,0
Anthony Randolph,1989-07-15,0,2011-12,22,MIN,NBA,PF,34,517,.470,8.0,.995,.460,.165,.135,.235,.005,.472,.641,.273,.296,.383,.000,.691,,.110,21,1.000,.000,0,0
Julius Randle,1994-11-29,0,2017-18,23,LAL,NBA,C,82,2190,.558,4.9,.950,.545,.315,.041,.048,.050,.575,.728,.389,.351,.256,.222,.534,1.000,.116,99,.111,.400,2,0
Julius Randle,1994-11-29,0,2018-19,24,NOP,NBA,PF,73,2232,.524,8.3,.821,.446,.274,.062,.039,.179,.564,.689,.426,.412,.333,.344,.490,.910,.075,78,.164,.344,0,0
Isaiah Canaan,1991-05-21,0,2017-18,26,HOU,NBA,SG,1,4,.000,5.0,1.000,.000,1.000,.000,.000,.000,.000,,.000,,,,,,.000,0,,,0,0
Isaiah Canaan,1991-05-21,0,2017-18,26,PHO,NBA,PG,19,418,.382,14.5,.515,.316,.140,.037,.022,.485,.429,.349,.684,.200,.333,.333,.200,.591,.000,0,.167,.455,1,0
Isaiah Canaan,1991-05-21,0,2018-19,27,TOT,NBA,PG,30,629,.390,17.4,.415,.244,.067,.049,.055,.585,.441,.450,.273,.500,.556,.354,.300,.735,.000,0,.260,.400,0,0
José Calderón,1981-09-28,0,2015-16,34,NYK,NBA,PG,72,2024,.459,18.4,.554,.099,.029,.114,.312,.446,.496,.644,.538,.404,.479,.414,.304,.869,.000,0,.133,.481,0,0
José Calderón,1981-09-28,0,2016-17,35,TOT,NBA,PG,41,539,.410,18.5,.522,.142,.022,.090,.269,.478,.500,.737,.000,.333,.472,.313,.486,.900,.000,0,.219,.143,0,0
Trae Young,1998-09-19,0,2019-20,21,ATL,NBA,PG,60,2120,.437,16.8,.545,.183,.167,.146,.050,.455,.501,.596,.452,.467,.413,.361,.161,.298,.000,0,.033,.579,1,1
Trae Young,1998-09-19,0,2020-21,22,ATL,NBA,PG,63,2125,.438,15.3,.643,.162,.226,.181,.075,.357,.491,.572,.470,.428,.530,.343,.125,.287,.000,0,.038,.400,0,0
Marcus Camby,1974-03-22,0,2012-13,38,NYK,NBA,PF,24,250,.321,6.3,1.000,.491,.245,.113,.151,.000,.321,.462,.077,.333,.250,,.706,,.057,2,,,0,0
Marcus Camby,1974-03-22,1,2009-10,35,POR,NBA,C,6,178,.421,10.0,.974,.474,.079,.079,.342,.026,.432,.500,.333,.000,.462,.000,.563,,.079,2,.000,,1,0
Theo Ratliff,1973-04-17,1,2010-11,37,LAL,NBA,C,1,1,,,,,,,,,,,,,,,,,,0,,,0,0
Zach Randolph,1981-07-16,0,2014-15,33,MEM,NBA,PF,71,2304,.487,7.2,.979,.409,.282,.122,.165,.021,.490,.646,.403,.325,.377,.350,.477,.857,.011,8,.100,.000,5,2
Zach Randolph,1981-07-16,0,2015-16,34,MEM,NBA,PF,68,2016,.475,8.6,.971,.314,.310,.103,.245,.029,.482,.604,.423,.462,.410,.231,.478,.833,.001,1,.077,.500,3,0
Zach Randolph,1981-07-16,0,2016-17,35,MEM,NBA,PF,73,1786,.449,10.3,.902,.293,.283,.111,.214,.098,.474,.610,.447,.421,.354,.223,.478,1.000,.005,5,.138,.308,5,0
Chasson Randle,1993-02-05,0,2020-21,27,ORL,NBA,PG,41,837,.388,17.5,.451,.203,.131,.051,.068,.549,.449,.708,.258,.167,.250,.338,.271,.682,.000,0,.138,.278,2,0
Shavlik Randolph,1983-11-24,0,2014-15,31,BOS,NBA,PF,5,25,.300,5.9,.900,.300,.600,.000,.000,.100,.333,.667,.167,,,.000,.667,,.100,1,.000,,0,0
Shavlik Randolph,1983-11-24,1,2012-13,29,BOS,NBA,PF,1,3,,,,,,,,,,,,,,,,,,0,,,0,0
Kentavious Caldwell-Pope,1993-02-18,1,2019-20,26,LAL,NBA,SG,21,608,.418,18.3,.370,.164,.069,.058,.079,.630,.486,.677,.385,.273,.333,.378,.824,.978,.026,4,.487,.466,0,0
Kentavious Caldwell-Pope,1993-02-18,1,2020-21,27,LAL,NBA,SG,5,146,.379,19.1,.345,.207,.000,.000,.138,.655,.700,1.000,,,.250,.211,.429,1.000,.000,0,.421,.250,0,0
Joe Young,1992-06-27,0,2016-17,24,IND,NBA,PG,33,135,.361,16.3,.681,.181,.083,.153,.264,.319,.429,.462,.500,.273,.474,.217,.238,.400,.028,2,.174,.250,1,0
Joe Young,1992-06-27,0,2017-18,25,IND,NBA,PG,53,558,.430,15.6,.645,.226,.091,.129,.199,.355,.458,.548,.412,.417,.405,.379,.273,.840,.011,1,.197,.385,3,0
Vladimir Radmanović,1980-11-19,0,2009-10,29,CHA,NBA,PF,8,133,.333,16.1,.476,.286,.048,.048,.095,.524,.350,.417,.500,.500,.000,.318,.429,1.000,.000,0,.318,.286,0,0
Vladimir Radmanović,1980-11-19,0,2009-10,29,GSW,NBA,PF,33,758,.385,13.9,.628,.299,.108,.091,.130,.372,.455,.580,.200,.476,.367,.267,.591,.913,.061,12,.267,.261,0,0
James Young,1995-08-16,0,2015-16,20,BOS,NBA,SG,29,199,.306,20.2,.278,.139,.056,.083,.000,.722,.500,.400,1.000,.333,,.231,.600,1.000,.000,0,.423,.091,2,0
James Young,1995-08-16,0,2016-17,21,BOS,NBA,SG,29,220,.431,18.0,.397,.172,.086,.069,.069,.603,.565,.900,.400,.250,.250,.343,.769,1.000,.052,2,.371,.385,0,0
Guerschon Yabusele,1995-12-17,0,2018-19,23,BOS,NBA,PF,41,251,.455,12.4,.636,.286,.286,.026,.039,.364,.531,.727,.364,.500,.333,.321,.615,1.000,.026,2,.214,.167,0,0
Guerschon Yabusele,1995-12-17,1,2017-18,22,BOS,NBA,PF,12,48,.111,18.1,.333,.111,.111,.111,.000,.667,.333,1.000,.000,.000,,.000,1.000,,.000,0,.500,.000,0,0
