Name,Born,Is_playoff,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Trey Lyles,1995-11-05,0,2016-17,21,UTA,NBA,PF,71,4,1158,4.9,13.6,.362,2.0,6.3,.319,2.9,7.3,.400,1.8,2.5,.722,1.5,5.8,7.3,2.1,0.8,0.6,2.0,3.0,13.7
Trey Lyles,1995-11-05,0,2017-18,22,DEN,NBA,PF,73,2,1391,7.0,14.2,.491,2.1,5.6,.381,4.8,8.6,.563,2.6,3.7,.706,1.4,7.6,9.0,2.4,0.8,0.9,1.6,2.9,18.7
Jason Maxiell,1983-02-18,0,2013-14,30,ORL,NBA,PF,34,13,488,3.5,7.7,.448,0.0,0.0,,3.5,7.7,.448,1.1,2.3,.484,2.1,4.3,6.3,0.7,0.6,1.5,1.0,3.5,8.0
Jason Maxiell,1983-02-18,0,2014-15,31,CHO,NBA,PF,61,0,878,3.3,7.9,.422,0.0,0.0,,3.3,7.9,.422,1.7,2.9,.577,3.5,4.8,8.3,0.8,0.7,1.8,1.2,3.9,8.3
Wesley Matthews,1986-10-14,0,2012-13,26,POR,NBA,SG,69,69,2403,5.3,12.1,.436,2.5,6.4,.398,2.7,5.7,.478,2.2,2.8,.797,0.5,2.3,2.9,2.6,1.3,0.3,1.6,2.6,15.3
Wesley Matthews,1986-10-14,0,2013-14,27,POR,NBA,SG,82,82,2780,5.8,13.1,.441,2.6,6.6,.393,3.2,6.4,.490,3.3,3.9,.837,0.7,3.1,3.7,2.6,1.0,0.2,1.4,2.3,17.4
O.J. Mayo,1987-11-05,1,2011-12,24,MEM,NBA,SG,7,0,163,3.8,13.7,.274,1.5,5.3,.292,2.2,8.4,.263,4.6,6.0,.778,0.4,5.1,5.5,3.3,2.0,0.2,4.0,4.0,13.7
O.J. Mayo,1987-11-05,1,2014-15,27,MIL,NBA,SG,6,0,156,4.2,12.5,.333,1.4,4.4,.316,2.8,8.1,.343,2.8,2.8,1.000,0.2,4.4,4.6,4.2,1.6,0.2,2.1,3.2,12.5
Eric Maynor,1987-06-11,0,2013-14,26,WAS,NBA,PG,23,0,215,3.5,12.1,.292,1.3,4.2,.320,2.2,7.9,.277,0.3,0.5,.667,1.2,2.8,4.0,6.7,0.8,0.2,2.8,2.2,8.7
Eric Maynor,1987-06-11,0,2013-14,26,PHI,NBA,PG,8,0,112,3.5,9.3,.379,1.3,3.9,.333,2.3,5.5,.412,1.3,2.6,.500,0.6,4.2,4.8,3.9,1.3,0.6,3.9,1.3,9.6
Luc Mbah a Moute,1986-09-09,0,2014-15,28,PHI,NBA,PF,67,61,1916,4.7,11.9,.395,1.2,3.8,.307,3.6,8.2,.435,1.8,3.1,.589,1.5,4.6,6.2,2.0,1.5,0.4,1.9,2.0,12.4
Luc Mbah a Moute,1986-09-09,0,2015-16,29,LAC,NBA,PF,75,61,1274,2.7,5.8,.454,0.4,1.1,.325,2.3,4.7,.485,0.8,1.6,.526,1.7,3.1,4.8,0.8,1.2,0.5,1.0,2.8,6.5
Luc Mbah a Moute,1986-09-09,0,2016-17,30,LAC,NBA,SF,80,76,1787,3.8,7.6,.505,0.9,2.2,.391,3.0,5.4,.552,1.2,1.8,.678,0.9,2.5,3.4,0.8,1.6,0.7,0.9,2.5,9.8
Trey Lyles,1995-11-05,0,2018-19,23,DEN,NBA,PF,64,2,1120,6.7,15.9,.418,1.6,6.4,.255,5.0,9.5,.529,2.6,3.7,.698,1.4,6.5,7.9,2.8,1.0,0.7,2.2,3.0,17.6
Trey Lyles,1995-11-05,0,2019-20,24,SAS,NBA,PF,63,53,1271,4.3,9.7,.446,1.8,4.8,.387,2.5,5.0,.503,0.9,1.3,.733,2.0,8.2,10.2,2.0,0.8,0.8,1.1,2.8,11.4
Wesley Matthews,1986-10-14,0,2014-15,28,POR,NBA,SG,60,60,2024,6.0,13.4,.448,3.1,7.9,.389,2.9,5.5,.534,1.9,2.6,.752,0.7,3.3,3.9,2.5,1.4,0.2,1.4,2.3,17.0
Wesley Matthews,1986-10-14,0,2015-16,29,DAL,NBA,SF,78,78,2644,4.5,11.6,.388,2.6,7.1,.360,1.9,4.5,.432,1.7,2.0,.863,0.4,2.9,3.2,2.1,1.1,0.2,1.1,2.4,13.3
Eric Maynor,1987-06-11,1,2009-10,22,OKC,NBA,PG,6,0,76,2.8,9.5,.300,0.5,2.8,.167,2.4,6.6,.357,4.3,5.2,.818,0.5,3.8,4.3,4.3,0.5,0.5,2.4,2.4,10.4
Eric Maynor,1987-06-11,1,2010-11,23,OKC,NBA,PG,17,0,220,4.7,12.6,.377,1.5,4.1,.360,3.3,8.5,.385,2.5,3.1,.789,0.8,2.8,3.6,6.1,1.5,0.0,2.6,2.6,13.4
Luc Mbah a Moute,1986-09-09,0,2017-18,31,HOU,NBA,PF,61,15,1564,3.8,7.9,.481,1.5,4.0,.364,2.4,4.0,.599,1.5,2.2,.684,0.5,3.8,4.3,1.3,1.7,0.6,1.6,2.3,10.6
Luc Mbah a Moute,1986-09-09,0,2018-19,32,LAC,NBA,PF,4,0,61,4.7,10.6,.444,1.2,3.5,.333,3.5,7.1,.500,1.2,3.0,.400,1.2,3.0,4.1,1.2,0.6,0.6,1.2,4.7,11.8
Luc Mbah a Moute,1986-09-09,0,2019-20,33,HOU,NBA,PF,3,0,25,2.9,7.2,.400,0.0,2.9,.000,2.9,4.3,.667,1.4,2.9,.500,1.4,1.4,2.9,0.0,2.9,0.0,1.4,0.0,7.2
Trey Lyles,1995-11-05,0,2020-21,25,SAS,NBA,PF,23,9,358,4.3,9.1,.478,1.4,4.0,.350,2.9,5.0,.580,1.5,2.3,.652,0.9,7.7,8.6,1.4,0.6,0.1,0.6,1.3,11.6
Trey Lyles,1995-11-05,1,2016-17,21,UTA,NBA,PF,2,0,10,10.8,25.2,.429,3.6,10.8,.333,7.2,14.4,.500,0.0,0.0,,0.0,7.2,7.2,3.6,3.6,0.0,3.6,3.6,25.2
Wesley Matthews,1986-10-14,0,2016-17,30,DAL,NBA,SG,73,73,2495,4.8,12.2,.393,2.5,6.9,.363,2.3,5.3,.432,2.1,2.6,.816,0.3,3.5,3.7,3.0,1.1,0.2,1.5,2.3,14.2
Wesley Matthews,1986-10-14,0,2017-18,31,DAL,NBA,SF,63,62,2131,4.8,11.8,.406,2.6,6.8,.381,2.2,5.0,.441,1.4,1.7,.822,0.5,2.9,3.3,2.9,1.3,0.3,1.4,2.4,13.5
Luc Mbah a Moute,1986-09-09,1,2009-10,23,MIL,NBA,PF,7,7,178,5.3,10.1,.520,0.0,0.4,.000,5.3,9.7,.542,2.4,4.0,.600,2.8,5.1,7.9,1.0,0.4,0.0,1.4,3.0,12.9
Luc Mbah a Moute,1986-09-09,1,2012-13,26,MIL,NBA,SF,4,4,136,2.6,6.1,.435,0.0,1.1,.000,2.6,5.0,.526,3.4,4.8,.722,1.1,2.6,3.7,1.9,1.1,0.0,1.3,2.4,8.7
Luc Mbah a Moute,1986-09-09,1,2015-16,29,LAC,NBA,PF,5,5,78,1.8,2.8,.667,0.0,0.0,,1.8,2.8,.667,0.5,0.5,1.000,0.9,3.7,4.6,0.5,1.4,0.0,0.9,4.2,4.2
Trey Lyles,1995-11-05,1,2018-19,23,DEN,NBA,PF,3,0,8,0.0,13.5,.000,0.0,4.5,.000,0.0,9.0,.000,0.0,0.0,,4.5,0.0,4.5,9.0,0.0,0.0,0.0,4.5,0.0
Wesley Matthews,1986-10-14,0,2018-19,32,TOT,NBA,"SF,SG",69,68,2091,4.8,12.0,.400,2.6,6.9,.372,2.2,5.1,.437,2.3,2.8,.810,0.6,2.4,2.9,2.8,0.9,0.3,1.6,2.8,14.5
Wesley Matthews,1986-10-14,0,2018-19,32,DAL,NBA,SF,44,44,1312,5.3,12.9,.414,2.7,7.2,.380,2.6,5.7,.456,2.4,3.0,.791,0.5,2.3,2.8,2.7,0.9,0.3,1.6,2.8,15.8
Luc Mbah a Moute,1986-09-09,1,2016-17,30,LAC,NBA,SF,7,7,224,2.7,6.9,.395,0.8,2.6,.313,1.9,4.3,.444,2.3,3.2,.700,1.6,4.0,5.6,1.1,1.3,0.6,0.5,2.6,8.5
Luc Mbah a Moute,1986-09-09,1,2017-18,31,HOU,NBA,PF,9,0,149,2.2,8.7,.250,0.7,3.6,.200,1.4,5.1,.286,1.0,1.7,.571,0.7,4.6,5.3,0.7,1.4,1.0,1.4,1.9,6.0
Wesley Matthews,1986-10-14,0,2018-19,32,NYK,NBA,SG,2,1,54,2.7,12.7,.211,1.3,6.7,.200,1.3,6.0,.222,2.7,3.3,.800,0.7,1.3,2.0,3.3,0.7,0.7,1.3,1.3,9.3
Wesley Matthews,1986-10-14,0,2018-19,32,IND,NBA,SG,23,23,725,4.0,10.4,.386,2.4,6.5,.369,1.6,4.0,.413,2.0,2.4,.854,0.5,2.7,3.2,2.7,1.0,0.2,1.5,2.8,12.5
Svi Mykhailiuk,1997-06-10,0,2018-19,21,TOT,NBA,SF,42,0,440,3.8,11.5,.329,2.4,7.3,.326,1.4,4.2,.333,1.0,1.6,.600,0.7,2.2,2.9,3.0,1.1,0.1,1.7,2.0,10.9
Džanan Musa,1999-05-08,0,2018-19,19,BRK,NBA,SG,9,0,39,8.3,20.3,.409,0.9,9.2,.100,7.4,11.1,.667,0.0,1.8,.000,0.9,3.7,4.6,1.8,1.8,0.0,3.7,0.9,17.5
Chase Budinger,1988-05-22,0,2009-10,21,HOU,NBA,SF,74,4,1488,6.0,13.7,.441,2.2,6.0,.369,3.8,7.6,.497,1.6,2.1,.770,0.9,4.4,5.3,2.1,0.8,0.3,1.2,2.1,15.9
Wesley Matthews,1986-10-14,0,2019-20,33,MIL,NBA,SG,67,67,1635,3.7,9.3,.396,2.4,6.5,.364,1.3,2.8,.472,1.1,1.5,.765,0.5,3.2,3.7,2.0,0.8,0.2,0.9,2.3,10.9
Wesley Matthews,1986-10-14,0,2020-21,34,LAL,NBA,SG,58,10,1130,2.8,8.0,.353,2.1,6.3,.335,0.7,1.8,.418,1.1,1.3,.854,0.6,2.3,3.0,1.7,1.2,0.5,0.8,2.5,8.9
Svi Mykhailiuk,1997-06-10,0,2018-19,21,LAL,NBA,SF,39,0,420,3.8,11.3,.333,2.3,7.3,.318,1.5,4.0,.362,1.0,1.7,.600,0.7,2.2,2.9,2.8,1.1,0.1,1.7,2.1,10.9
Svi Mykhailiuk,1997-06-10,0,2018-19,21,DET,NBA,SF,3,0,20,3.6,14.4,.250,3.6,7.2,.500,0.0,7.2,.000,0.0,0.0,,1.8,1.8,3.6,7.2,1.8,0.0,1.8,0.0,10.8
Džanan Musa,1999-05-08,0,2019-20,20,BRK,NBA,SF,40,0,487,4.7,12.7,.372,1.4,5.8,.244,3.3,6.9,.479,3.3,4.4,.750,1.6,4.8,6.4,3.2,1.1,0.1,2.7,2.2,14.2
Džanan Musa,1999-05-08,1,2018-19,19,BRK,NBA,SG,2,0,15,4.8,7.2,.667,0.0,2.4,.000,4.8,4.8,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,4.8,0.0,7.2,9.6,9.6
Chase Budinger,1988-05-22,0,2010-11,22,HOU,NBA,SF,78,22,1738,5.8,13.6,.425,1.8,5.7,.325,3.9,7.9,.497,2.4,2.9,.855,1.1,4.7,5.8,2.6,0.8,0.4,1.4,2.4,15.8
Chase Budinger,1988-05-22,0,2011-12,23,HOU,NBA,SF,58,9,1298,5.8,13.1,.442,2.4,6.1,.402,3.3,7.0,.476,1.5,1.9,.771,1.1,5.0,6.0,2.1,0.8,0.2,1.5,1.8,15.5
Wesley Matthews,1986-10-14,1,2009-10,23,UTA,NBA,SG,10,10,371,3.8,9.8,.386,1.5,4.1,.357,2.3,5.7,.407,3.8,4.7,.813,1.0,3.3,4.3,1.6,1.7,0.5,1.5,3.3,12.8
Trey Burke,1992-11-12,0,2013-14,21,UTA,NBA,PG,70,68,2262,5.4,14.3,.380,1.8,5.3,.330,3.7,8.9,.410,1.6,1.8,.903,0.6,2.7,3.3,6.3,0.7,0.1,2.1,2.3,14.2
Reggie Bullock,1991-03-16,0,2013-14,22,LAC,NBA,SF,43,0,395,3.9,11.0,.355,2.0,6.7,.301,1.9,4.4,.438,0.6,0.8,.778,1.0,3.9,4.9,1.1,0.8,0.1,1.2,2.4,10.5
Mike Muscala,1991-07-01,0,2013-14,22,ATL,NBA,PF,20,0,215,5.2,12.2,.425,0.0,0.5,.000,5.2,11.7,.443,2.3,2.3,1.000,2.8,5.9,8.7,1.2,0.5,1.7,2.0,4.9,12.7
Svi Mykhailiuk,1997-06-10,0,2019-20,22,DET,NBA,SF,56,27,1265,4.7,11.5,.410,3.3,8.1,.404,1.5,3.4,.425,1.6,2.0,.814,0.5,2.5,3.0,3.0,1.2,0.1,1.7,2.5,14.3
Svi Mykhailiuk,1997-06-10,0,2020-21,23,TOT,NBA,"SF,SG",66,14,1324,5.7,13.8,.411,2.9,8.5,.334,2.8,5.2,.536,1.0,1.4,.760,0.7,3.8,4.4,3.0,1.4,0.3,2.4,1.7,15.2
Džanan Musa,1999-05-08,1,2019-20,20,BRK,NBA,SF,3,0,39,1.8,10.2,.182,0.0,5.5,.000,1.8,4.6,.400,9.2,12.9,.714,0.9,1.8,2.8,3.7,0.0,0.9,2.8,1.8,12.9
Thomas Bryant,1997-07-31,0,2017-18,20,LAL,NBA,C,15,0,72,4.0,10.5,.381,0.5,5.0,.100,3.5,5.5,.636,2.5,4.5,.556,1.5,7.0,8.5,3.0,0.5,1.0,1.0,3.0,11.0
Chase Budinger,1988-05-22,0,2012-13,24,MIN,NBA,SF,23,1,508,5.6,13.5,.414,1.8,5.7,.321,3.8,7.8,.482,2.3,3.0,.762,1.1,4.0,5.0,1.8,1.0,0.5,1.6,2.1,15.3
Chase Budinger,1988-05-22,0,2013-14,25,MIN,NBA,SF,41,8,751,4.8,12.2,.394,2.0,5.8,.350,2.8,6.4,.433,1.5,1.9,.821,0.9,4.0,4.9,1.5,0.9,0.1,1.2,2.8,13.1
Wesley Matthews,1986-10-14,1,2010-11,24,POR,NBA,SG,6,6,202,4.8,10.2,.474,1.4,3.7,.381,3.4,6.4,.528,2.9,3.4,.842,0.4,0.9,1.2,1.1,0.7,0.2,1.2,2.7,13.9
Wesley Matthews,1986-10-14,1,2013-14,27,POR,NBA,SG,11,11,426,4.7,11.5,.412,1.9,5.7,.324,2.9,5.7,.500,2.2,2.7,.813,0.6,3.0,3.6,1.2,1.2,0.4,1.9,3.8,13.5
Trey Burke,1992-11-12,0,2014-15,22,UTA,NBA,PG,76,43,2288,5.8,15.8,.368,2.0,6.1,.318,3.9,9.7,.400,1.7,2.3,.752,0.5,2.7,3.2,5.2,1.0,0.2,2.0,1.9,15.3
Trey Burke,1992-11-12,0,2015-16,23,UTA,NBA,PG,64,0,1366,6.9,16.7,.413,2.3,6.7,.344,4.6,10.0,.460,1.8,2.2,.817,0.5,2.5,3.0,3.9,0.9,0.2,2.1,2.3,17.9
Reggie Bullock,1991-03-16,0,2014-15,23,TOT,NBA,SF,36,2,338,2.6,7.5,.343,1.6,4.9,.326,1.0,2.6,.375,0.6,1.0,.667,0.1,5.2,5.3,0.9,1.1,0.4,0.9,2.0,7.3
Reggie Bullock,1991-03-16,0,2014-15,23,LAC,NBA,SF,25,2,263,3.1,7.4,.426,2.1,5.3,.385,1.1,2.1,.533,0.5,0.7,.800,0.0,5.5,5.5,0.8,1.2,0.3,0.8,2.3,8.9
Mike Muscala,1991-07-01,0,2014-15,23,ATL,NBA,PF,40,8,502,6.0,10.8,.550,0.6,1.6,.409,5.3,9.3,.574,1.6,1.8,.880,3.7,4.8,8.5,1.8,1.1,1.4,1.5,3.7,14.1
Mike Muscala,1991-07-01,0,2015-16,24,ATL,NBA,C,60,0,565,4.8,9.7,.500,0.8,2.5,.308,4.1,7.2,.566,2.0,2.5,.795,2.4,5.0,7.5,2.2,0.8,1.7,1.7,4.6,12.4
Svi Mykhailiuk,1997-06-10,0,2020-21,23,DET,NBA,SF,36,5,634,4.8,12.7,.377,3.2,9.7,.333,1.5,3.0,.519,1.4,1.7,.800,0.6,3.6,4.2,3.2,1.5,0.3,2.2,1.9,14.1
Svi Mykhailiuk,1997-06-10,0,2020-21,23,OKC,NBA,SG,30,9,690,6.5,14.8,.438,2.5,7.5,.336,4.0,7.3,.543,0.7,1.0,.700,0.7,4.0,4.6,2.8,1.3,0.3,2.6,1.6,16.2
Elijah Bryant,1995-04-19,0,2020-21,25,MIL,NBA,SG,1,0,32,6.8,14.6,.462,1.1,5.6,.200,5.6,9.0,.625,3.4,3.4,1.000,2.3,4.5,6.8,3.4,0.0,1.1,4.5,4.5,18.0
Nicolás Brussino,1993-03-02,0,2016-17,23,DAL,NBA,SG,54,2,521,3.6,9.7,.369,2.0,6.6,.305,1.6,3.2,.500,1.2,1.5,.773,1.8,4.8,6.6,3.2,1.2,0.6,1.8,3.0,10.4
Jalen Brunson,1996-08-31,0,2018-19,22,DAL,NBA,PG,73,38,1591,6.0,12.8,.467,1.4,4.1,.348,4.5,8.7,.523,2.0,2.7,.725,0.6,3.3,3.8,5.2,0.8,0.1,2.0,2.9,15.3
Kobe Bryant,1978-08-23,0,2009-10,31,LAL,NBA,SG,73,73,2835,9.1,19.9,.456,1.3,3.8,.329,7.8,16.1,.487,5.6,6.9,.811,1.0,4.0,5.0,4.6,1.4,0.3,3.0,2.4,25.0
Thomas Bryant,1997-07-31,0,2018-19,21,WAS,NBA,C,72,53,1496,7.4,12.1,.616,0.8,2.4,.333,6.6,9.7,.685,2.6,3.3,.781,2.7,8.2,10.9,2.2,0.6,1.6,1.4,3.0,18.2
Thomas Bryant,1997-07-31,0,2019-20,22,WAS,NBA,C,46,36,1147,7.6,13.1,.581,1.2,2.9,.407,6.5,10.3,.630,2.7,3.6,.741,3.1,7.3,10.4,2.6,0.8,1.5,1.7,3.2,19.1
Thomas Bryant,1997-07-31,0,2020-21,23,WAS,NBA,C,10,10,271,7.8,12.1,.648,1.2,2.8,.429,6.6,9.3,.714,2.1,3.2,.667,2.4,5.7,8.1,2.0,0.5,1.1,1.5,4.1,19.0
Toure' Murry,1989-11-08,0,2013-14,24,NYK,NBA,PG,51,0,373,5.4,12.5,.434,0.5,1.2,.417,4.9,11.3,.436,2.2,3.8,.590,1.3,3.0,4.2,4.7,1.8,0.1,3.3,4.4,13.5
Chase Budinger,1988-05-22,0,2014-15,26,MIN,NBA,SF,67,4,1286,4.7,10.9,.433,1.5,4.0,.364,3.3,6.9,.474,1.9,2.3,.827,0.9,4.6,5.5,1.8,1.2,0.3,1.4,2.0,12.8
Chase Budinger,1988-05-22,0,2015-16,27,TOT,NBA,SF,66,2,929,4.0,9.3,.435,0.9,3.3,.279,3.1,5.9,.523,1.5,2.2,.696,1.7,4.1,5.8,2.5,1.2,0.4,1.7,2.4,10.5
Wesley Matthews,1986-10-14,1,2015-16,29,DAL,NBA,SF,5,5,173,4.2,12.5,.333,2.1,7.3,.286,2.1,5.2,.400,3.1,4.0,.789,0.8,2.9,3.7,1.2,1.2,0.0,0.8,2.9,13.5
Wesley Matthews,1986-10-14,1,2018-19,32,IND,NBA,SG,4,4,119,2.7,9.1,.300,2.1,6.4,.333,0.6,2.7,.222,0.9,0.9,1.000,0.0,3.0,3.0,2.4,0.9,0.3,2.4,1.8,8.5
Wesley Matthews,1986-10-14,1,2019-20,33,MIL,NBA,SG,10,10,246,3.5,8.3,.421,2.5,6.3,.395,1.0,2.0,.500,1.0,1.5,.700,0.9,1.8,2.6,1.3,1.3,0.6,1.0,2.9,10.5
Trey Burke,1992-11-12,0,2016-17,24,WAS,NBA,PG,57,0,703,5.9,13.1,.455,1.6,3.6,.443,4.4,9.5,.459,1.1,1.5,.759,0.4,2.0,2.4,5.1,0.6,0.3,2.5,2.8,14.6
Trey Burke,1992-11-12,0,2017-18,25,NYK,NBA,PG,36,9,785,8.9,17.6,.503,1.7,4.8,.362,7.1,12.8,.556,1.7,2.6,.649,0.6,2.7,3.3,7.8,1.1,0.2,2.0,2.0,21.1
Ronald Murray,1979-07-29,0,2009-10,30,TOT,NBA,SG,75,2,1673,5.8,14.7,.392,1.5,4.8,.312,4.3,9.9,.431,3.0,4.2,.727,0.6,3.3,3.9,2.9,1.0,0.3,2.0,2.7,16.1
Reggie Bullock,1991-03-16,0,2014-15,23,PHO,NBA,SF,11,0,75,0.5,7.7,.063,0.0,3.4,.000,0.5,4.3,.111,1.0,1.9,.500,0.5,4.3,4.8,1.0,0.5,1.0,1.0,1.0,1.9
Reggie Bullock,1991-03-16,0,2015-16,24,DET,NBA,SF,37,0,429,3.6,8.2,.439,1.8,4.4,.415,1.8,3.8,.467,1.2,1.3,.933,1.2,4.5,5.7,2.3,0.8,0.2,0.7,2.4,10.2
Mike Muscala,1991-07-01,0,2016-17,25,ATL,NBA,C,70,3,1237,4.9,9.8,.504,1.3,3.2,.418,3.6,6.6,.546,1.4,1.9,.766,2.2,4.8,7.0,2.8,0.9,1.2,1.6,2.8,12.7
Mike Muscala,1991-07-01,0,2017-18,26,ATL,NBA,C,53,7,1060,4.9,10.6,.458,2.1,5.7,.371,2.8,4.9,.559,1.9,2.1,.919,1.9,5.9,7.8,1.7,1.1,0.9,1.4,2.7,13.8
Elijah Bryant,1995-04-19,1,2020-21,25,MIL,NBA,SG,11,0,50,5.0,14.4,.350,0.0,5.8,.000,5.0,8.6,.583,0.0,0.0,,1.4,7.2,8.6,2.9,1.4,0.7,1.4,0.7,10.1
Nicolás Brussino,1993-03-02,0,2017-18,24,ATL,NBA,SF,4,0,10,0.0,7.2,.000,0.0,7.2,.000,0.0,0.0,,0.0,0.0,,0.0,10.8,10.8,0.0,0.0,0.0,0.0,0.0,0.0
Jalen Brunson,1996-08-31,0,2019-20,23,DAL,NBA,PG,57,16,1022,6.4,13.7,.466,1.5,4.2,.358,4.9,9.4,.515,2.1,2.6,.813,0.8,3.9,4.7,6.6,0.8,0.1,2.3,2.6,16.4
Jalen Brunson,1996-08-31,0,2020-21,24,DAL,NBA,PG,68,12,1697,7.0,13.3,.523,1.7,4.2,.405,5.2,9.1,.578,2.5,3.2,.795,0.6,4.3,4.9,5.1,0.7,0.0,1.7,2.3,18.2
Kobe Bryant,1978-08-23,0,2010-11,32,LAL,NBA,SG,82,82,2779,9.6,21.2,.451,1.5,4.6,.323,8.1,16.6,.487,6.3,7.6,.828,1.1,4.4,5.4,5.0,1.3,0.2,3.1,2.2,26.9
Kobe Bryant,1978-08-23,0,2011-12,33,LAL,NBA,SG,58,58,2232,9.3,21.5,.430,1.4,4.6,.303,7.9,16.9,.464,6.1,7.3,.845,1.1,4.0,5.0,4.3,1.1,0.3,3.3,1.7,26.1
Toure' Murry,1989-11-08,0,2014-15,25,TOT,NBA,"PG,SG",5,0,18,4.0,10.0,.400,0.0,0.0,,4.0,10.0,.400,4.0,4.0,1.000,2.0,0.0,2.0,2.0,2.0,0.0,8.0,4.0,12.0
Toure' Murry,1989-11-08,0,2014-15,25,UTA,NBA,PG,1,0,1,0.0,36.0,.000,0.0,0.0,,0.0,36.0,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chase Budinger,1988-05-22,0,2015-16,27,IND,NBA,SF,49,2,729,4.0,9.6,.418,1.0,3.4,.290,3.0,6.2,.488,1.7,2.4,.708,1.5,4.4,6.0,2.4,1.4,0.4,1.5,2.3,10.7
Chase Budinger,1988-05-22,0,2015-16,27,PHO,NBA,SF,17,0,200,4.1,8.1,.511,0.7,3.1,.235,3.4,5.0,.679,0.9,1.4,.625,2.2,3.1,5.2,2.7,0.5,0.2,2.3,2.9,9.9
Wesley Matthews,1986-10-14,1,2020-21,34,LAL,NBA,SG,6,1,110,3.3,10.8,.303,2.3,8.2,.280,1.0,2.6,.375,2.0,2.0,1.000,1.6,1.6,3.3,0.7,0.7,0.0,0.0,4.3,10.8
Trey Burke,1992-11-12,0,2018-19,26,TOT,NBA,PG,58,8,1125,7.6,17.5,.431,1.8,5.1,.352,5.8,12.4,.463,3.3,4.0,.831,0.9,2.3,3.2,5.1,1.1,0.2,1.6,1.9,20.2
Trey Burke,1992-11-12,0,2018-19,26,NYK,NBA,PG,33,7,689,7.7,18.7,.413,1.6,4.5,.349,6.2,14.2,.434,3.2,3.9,.827,0.8,2.5,3.2,4.9,1.1,0.3,1.5,1.7,20.3
Ronald Murray,1979-07-29,0,2009-10,30,CHA,NBA,SG,46,1,993,5.8,14.9,.389,1.5,4.7,.313,4.3,10.2,.425,3.4,4.7,.710,0.5,3.0,3.6,3.0,1.0,0.4,2.4,2.8,16.5
Ronald Murray,1979-07-29,0,2009-10,30,CHI,NBA,SG,29,1,680,5.7,14.4,.397,1.5,4.8,.311,4.2,9.6,.440,2.5,3.3,.762,0.7,3.8,4.5,2.7,1.0,0.2,1.4,2.6,15.5
Reggie Bullock,1991-03-16,0,2016-17,25,DET,NBA,SF,31,5,467,4.2,9.9,.422,2.2,5.6,.384,2.0,4.2,.473,0.4,0.5,.714,1.0,3.9,4.9,2.2,1.4,0.2,0.8,1.7,10.9
Reggie Bullock,1991-03-16,0,2017-18,26,DET,NBA,SF,62,52,1732,5.5,11.3,.489,2.6,5.8,.445,3.0,5.5,.536,0.8,1.0,.796,0.6,2.6,3.2,2.0,1.0,0.3,1.0,1.5,14.5
Mike Muscala,1991-07-01,0,2018-19,27,TOT,NBA,PF,64,10,1306,4.0,10.0,.402,2.5,7.1,.348,1.5,2.9,.533,1.9,2.3,.824,1.6,5.2,6.7,2.1,0.6,1.0,1.3,3.6,12.4
Mike Muscala,1991-07-01,0,2018-19,27,PHI,NBA,PF,47,6,1041,3.8,9.6,.392,2.4,6.9,.342,1.4,2.7,.519,2.2,2.7,.818,1.8,5.2,6.9,2.1,0.6,0.9,1.5,3.9,12.1
Will Bynum,1983-01-04,0,2009-10,27,DET,NBA,PG,63,20,1667,5.1,11.5,.444,0.3,1.2,.218,4.9,10.3,.470,3.1,3.8,.798,0.5,2.5,3.1,6.1,1.2,0.2,2.5,3.1,13.6
Andrew Bynum,1987-10-27,0,2009-10,22,LAL,NBA,C,65,65,1977,7.1,12.5,.570,0.0,0.0,.000,7.1,12.5,.571,3.5,4.8,.739,3.2,6.6,9.9,1.2,0.6,1.7,2.1,3.5,17.8
Derrick Byars,1984-04-25,0,2011-12,27,SAS,NBA,PF,2,0,37,2.9,10.7,.273,0.0,5.8,.000,2.9,4.9,.600,3.9,3.9,1.000,5.8,4.9,10.7,1.0,1.9,0.0,0.0,1.9,9.7
Jalen Brunson,1996-08-31,1,2020-21,24,DAL,NBA,PG,7,0,114,6.3,13.9,.455,1.9,4.1,.462,4.4,9.8,.452,3.2,4.1,.769,1.9,3.8,5.7,3.2,0.0,0.0,1.3,1.9,17.7
Kobe Bryant,1978-08-23,0,2012-13,34,LAL,NBA,SG,78,78,3013,8.8,19.1,.463,1.6,4.9,.324,7.2,14.2,.510,6.3,7.5,.839,0.8,4.4,5.2,5.6,1.3,0.3,3.4,2.1,25.5
Kobe Bryant,1978-08-23,0,2013-14,35,LAL,NBA,SG,6,6,177,6.3,14.8,.425,0.6,3.3,.188,5.7,11.6,.491,3.7,4.3,.857,0.4,4.9,5.3,7.7,1.4,0.2,6.9,1.8,16.9
Toure' Murry,1989-11-08,0,2014-15,25,WAS,NBA,SG,4,0,17,4.2,8.5,.500,0.0,0.0,,4.2,8.5,.500,4.2,4.2,1.000,2.1,0.0,2.1,2.1,2.1,0.0,8.5,4.2,12.7
