Name,Born,Is_playoff,Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCount,On-Off,BadPass,LostBall,FoulShooting,FoulOffensive,DrawnShooting,DrawnOffensive,PGA,And1,Blkd
Stephen Curry,1988-03-14,1,2016-17,28,GSW,NBA,PG,17,601,100%,,,,,+18.5,+20.6,34,20,12,2,29,6,267,6,9
Stephen Curry,1988-03-14,1,2017-18,29,GSW,NBA,PG,15,555,99%,1%,,,,+12.0,+3.8,21,15,13,3,23,6,183,10,20
Dante Cunningham,1987-04-22,0,2013-14,26,MIN,NBA,PF,81,1635,,,4%,89%,7%,-0.5,-5.1,16,14,91,9,32,7,201,9,15
Dante Cunningham,1987-04-22,0,2014-15,27,NOP,NBA,PF,66,1652,,,69%,31%,,+1.3,-0.2,12,9,57,8,22,4,113,2,24
Dante Cunningham,1987-04-22,0,2015-16,28,NOP,NBA,SF,80,1971,,2%,74%,24%,1%,-6.1,-4.5,18,8,98,5,41,7,175,6,24
George Hill,1986-05-04,1,2011-12,25,IND,NBA,PG,11,346,93%,7%,,,,+12.6,+30.5,15,1,10,2,16,4,76,1,2
George Hill,1986-05-04,1,2012-13,26,IND,NBA,PG,18,685,83%,17%,,,,+6.5,+23.9,25,11,18,4,20,3,178,4,9
George Hill,1986-05-04,1,2013-14,27,IND,NBA,PG,19,687,81%,19%,,,,+1.9,+10.4,15,7,21,5,26,7,137,5,14
Stephen Curry,1988-03-14,1,2018-19,30,GSW,NBA,PG,22,846,93%,7%,,,,+5.8,+12.1,33,15,23,9,49,8,286,11,18
Dante Cunningham,1987-04-22,0,2016-17,29,NOP,NBA,PF,66,1649,,,21%,78%,,-0.4,+2.6,16,4,56,6,13,4,86,3,18
Dante Cunningham,1987-04-22,0,2017-18,30,TOT,NBA,SF,73,1562,,,50%,33%,16%,-0.6,-1.1,16,7,65,2,26,5,124,7,24
Dante Cunningham,1987-04-22,0,2017-18,30,NOP,NBA,SF,51,1115,,,70%,30%,,+0.5,-1.8,4,5,38,1,17,3,65,3,15
George Hill,1986-05-04,1,2015-16,29,IND,NBA,PG,7,235,98%,2%,,,,+9.7,+25.7,4,2,5,2,8,3,38,1,0
George Hill,1986-05-04,1,2016-17,30,UTA,NBA,PG,8,281,100%,,,,,+2.3,+14.4,8,4,13,1,12,4,71,3,2
George Hill,1986-05-04,1,2017-18,31,CLE,NBA,PG,19,557,100%,,,,,+2.4,+9.0,12,6,19,3,15,8,105,2,9
Dante Cunningham,1987-04-22,0,2017-18,30,BRK,NBA,SF,22,447,,,,43%,57%,-3.4,+0.7,12,2,27,1,9,2,59,4,9
Dante Cunningham,1987-04-22,0,2018-19,31,SAS,NBA,PF,64,928,,3%,57%,41%,,-7.5,-12.6,16,4,46,2,8,5,113,0,8
George Hill,1986-05-04,1,2018-19,32,MIL,NBA,PG,15,395,66%,34%,,,,+11.5,+4.2,3,1,8,0,8,2,103,1,7
George Hill,1986-05-04,1,2019-20,33,MIL,NBA,PG,10,268,100%,,,,,-1.3,-5.5,9,4,6,1,7,5,72,1,2
George Hill,1986-05-04,1,2020-21,34,PHI,NBA,PG,12,205,100%,,,,,+2.6,-7.1,7,1,10,1,4,3,43,1,3
Dante Cunningham,1987-04-22,1,2009-10,22,POR,NBA,PF,5,42,,,,100%,,-19.0,-8.2,2,0,4,1,0,0,0,0,1
Dante Cunningham,1987-04-22,1,2011-12,24,MEM,NBA,PF,7,49,,,,100%,,-27.5,-32.6,1,0,3,0,0,1,0,0,2
Dante Cunningham,1987-04-22,1,2014-15,27,NOP,NBA,PF,4,75,,,53%,47%,,+10.9,+30.0,0,0,4,0,2,0,5,1,1
Dante Cunningham,1987-04-22,1,2018-19,31,SAS,NBA,PF,5,13,,,62%,38%,,+42.3,+45.7,0,0,0,0,0,0,0,0,1
Gal Mekel,1988-03-04,0,2013-14,25,DAL,NBA,PG,31,292,87%,13%,,,,-0.7,-3.4,17,6,14,3,4,1,151,0,9
Salah Mejri,1986-06-15,0,2015-16,29,DAL,NBA,C,34,397,,,,,100%,+5.7,+6.5,7,6,32,4,20,6,21,2,15
Jarrett Culver,1999-02-20,0,2019-20,20,MIN,NBA,SG,63,1506,11%,58%,30%,,,-3.4,+2.3,32,20,69,15,55,4,266,10,53
Nicolò Melli,1991-01-26,0,2019-20,29,NOP,NBA,C,60,1042,,,,43%,57%,-4.6,-4.6,18,12,72,5,23,12,207,6,7
Gal Mekel,1988-03-04,0,2014-15,26,NOP,NBA,PG,4,43,97%,3%,,,,+2.4,+1.1,2,0,1,0,0,0,30,0,3
Salah Mejri,1986-06-15,0,2016-17,30,DAL,NBA,C,73,905,,,,,100%,-0.4,+3.6,9,9,75,16,29,3,32,6,9
Salah Mejri,1986-06-15,0,2017-18,31,DAL,NBA,C,61,729,,,,,100%,+2.2,+7.0,11,12,55,8,22,4,89,4,15
Salah Mejri,1986-06-15,0,2018-19,32,DAL,NBA,C,36,399,,,,,100%,-6.9,-5.8,3,8,36,4,13,10,81,4,8
Jae Crowder,1990-07-06,0,2012-13,22,DAL,NBA,SF,78,1353,,,80%,20%,,+0.1,+1.3,29,8,66,7,34,7,213,8,18
Jarrett Culver,1999-02-20,0,2020-21,21,MIN,NBA,SG,34,499,1%,7%,75%,18%,,-11.0,-6.5,11,8,35,3,21,5,61,2,16
Jerel McNeal,1987-06-01,0,2014-15,27,PHO,NBA,PG,6,36,100%,,,,,-4.3,-3.3,3,2,2,0,1,0,4,0,1
Nicolò Melli,1991-01-26,0,2020-21,30,TOT,NBA,PF,45,566,,,,92%,8%,+2.6,+1.6,4,3,36,2,8,1,112,2,7
Nicolò Melli,1991-01-26,0,2020-21,30,NOP,NBA,PF,22,241,,,,94%,6%,+4.7,+5.6,3,2,18,1,2,0,65,0,6
Nicolò Melli,1991-01-26,0,2020-21,30,DAL,NBA,PF,23,325,,,1%,91%,9%,+1.0,-1.4,1,1,18,1,6,1,47,2,1
Jordan McLaughlin,1996-04-09,0,2019-20,23,MIN,NBA,PG,30,590,99%,1%,,,,-7.1,-3.1,20,7,17,2,16,5,306,7,16
Jodie Meeks,1987-08-21,0,2009-10,22,TOT,NBA,SG,60,719,1%,63%,35%,1%,,-2.9,-2.9,13,8,34,0,11,5,90,2,14
Salah Mejri,1986-06-15,1,2015-16,29,DAL,NBA,C,4,76,,,,,100%,-12.1,+11.3,0,0,7,0,4,0,2,0,1
Josh McRoberts,1987-02-28,0,2009-10,22,IND,NBA,C,42,524,,,,39%,61%,-0.8,+2.7,7,4,45,4,14,4,102,4,13
Jordan McRae,1991-03-28,0,2015-16,24,TOT,NBA,PG,22,195,67%,33%,,,,+12.2,+11.8,7,4,8,2,14,2,59,3,8
Ben McLemore,1993-02-11,0,2013-14,20,SAC,NBA,SG,82,2187,,91%,9%,,,-5.7,-5.6,36,36,102,10,59,8,180,11,43
Jae Crowder,1990-07-06,0,2013-14,23,DAL,NBA,SF,78,1254,,1%,88%,11%,,+12.3,+14.5,18,11,51,7,30,7,140,7,13
